,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
63276,659181124540,"your a dumb fuck peasant clueless asshole - get a life - I live off the internet not in it like losers like you - u get a little power and you don't know how to conduct yourselves - self richeous little dick heads you are.

your site does nothing but robs the traffic of relevant search terms from sites that are being initially search for.

and a parting note: GO FUCK YOURSELF",1,1,1,0,1,0
63625,662765266488,"wtf 

fuck this shit why the fuck wuld sum pussy liccking site be fucking offline? FUCK! 192.43.227.18",1,1,1,0,0,0
63908,665938322526,"your a bitch  

hey bitch i own  this shit bitch and u suck dick. if u want the chaos to stop meet me at 711 and ill fuck u up any time u want it bitch",1,1,1,0,1,0
64074,667583121967,"JLaTondre is a gay boy who likes to suck dick 

suck suck suck",1,1,1,0,1,1
64130,668059946660,"FUCK YOU, YOU FUCKING DIRTY KIKE. YOU SUPPORT THOSE WHO VANDALIZE PAGES, NOW IT IS TURNED ON YOU",1,1,1,0,1,0
64224,668938183376,"Hello you nazi piece of shit 

Please be aware i made 1 edit and 2 reverts
please learn to count, it takes 3 reverts to break 3rr
now please fuck off and go back to your nazi policy enforcement and supporting of slave labor

you cunt94.168.204.89",1,1,1,0,1,0
64239,669115570112,"""

 What 

The fuck is going on here................ I don't even know if I should bother trying to fix this or just use my second account permanently. Shit, Indrian and Times probably playing some shit game here pretending to act like me and got all this shit on my page. I knew there was something wrong with those assholes when i saw them the first time. Guess I'll have to abandon this account. Hey  you still need to learn how to read links! Don't think I forgot! This isn't funny asshole! Guess what? I have been using another account and you don't even know what it is since the very first time I was blocked! Ha, keep playing your games, you aren't preventing me from editing piece of shit. Oh and  don't think I forgot about your 5 year old temper issues when anyone tries and fixes issues with your precious Dreamcast punk ass bitch. Lol, you guys did a number on this account. Probably found out what program I was using for the first BS account you made. 

I am impressed with how much damage you have done to this account, but it really means nothing when I am still editing every day on my personal internet and you have no idea which account it is. Oh and no it's not using a proxy or a public wifi spot. Heck, I may even try reporting this, all you idiots did was use proxy's, if I post on this account on my personal connection, and THEN appeal this I might just get my account back and get you idiots banned. I know exactly what you are going to do after this to wait until I log off, and then pounce with a new account. Sadly, looking at all this crap in my talk page, an admin would have to be retarded to not see how many of these """"accounts"""" that are proxies and not actual connections. You can only hide the smell of rotten fish for awhile before someone notices.

Shit, may was well clean this shit up. 

Oh wait a second one more thing, , what kind of retarded admin are you when having a bunch of almost all accounts pretending to be me are all on proxies and not ONE of them acts like me (did you even see my history?), and not one uses a real connection? Got that brain damage you do. had to put that in bold to be clear. Warning me about an indefinite block, lol, what does that matter, you already screwed up noticing what a 5 year old would have noticed by now. Any person would be frustrated by the silliness of this nonsense. I would appeal but something tells me to much shit damage and retarded admins will make this impossible, and I would rather not use the IP of my other account (using a real connection n my personal internet) because then you guys will probably be jackass and deleted for fun, look at this page! All this shit and nothing clicked in your small head? Amazing wikipedia. 

Also I need to take note to stay away from low ranked video game pages and focus on popular until you guys get tired of the act.

Also I KNOW you guys got an account that is going to post a bit after I submit this post I SAW him and he did the EXACT same thing 3 of the duded did, you guys need help, I can't believe not one guy was not like """"this shit don't make sense"""" for a whole second. Amazing.

Alright, so clean this page and leave this message here. Erase other extra crap. Alright, looks like we are in business. BTW, I know this is probably bull, but if any of you two actually are not trolling, which is highly unlikely, than post request an admin to come by so I can clear this account up. But I have this sinking feeling you guys all knew what's been going on here this whole time, and I have no patience to search through tons of pages to find ONE contact I can talk to about this block, so you might have this account, but you won't get the other one. Suck doesn't it? Until then, I will be going about my day and you guys will most likely probably still be doing this for X amount of days cause I guess you think it's funny? Yeah.

List of trolls
The official list of either trolls who got nothing better to do, or user who actually are so dumb that when the same thing happens over and over again the same way, they don't realize that there's something amiss.

One is a shit admin that posted a warning on this page. Two I had to deal with multiple times, and it seems they got something against me because they are making accounts trying to make admins believe they are me, yet they act more like them, even their edit summaries are just like theirs. If there are any sane admins left drop me a message so we can have a private conversation and I can prove things to open this account back up. In the mean time, I will be posting with my second account. It seems like t",1,1,1,0,1,0
64327,670232857081,"so everytime i reset my modem my ip changes

fuck you petty sexless ugly ass desperate no life.. no status in society anal retentive wiki admins

(the site is great.. but the lower level admins have no life and can't handle the little authority they have.. it tells you how small and pathetic their lives are)

if i get blocked ill be on in 20 seconds with a new ip or the pizza is free.

cheers.",1,1,0,0,0,0
64330,670251195786,"Fuck, Shit, Damn, Cock, Pissant, Motherfucker, and horse dick.",1,1,1,0,1,0
64349,670474326463,"Well you know what? You're a faggot too! What
Are you gonna do about it ya little bitch?",1,1,1,0,1,1
64432,671444770759,"I HATE YOU KAFZIEL, GO SUCK A DICK MAN, YOUR MOM IS A CUNT AND YOU DAD HAS A SMALL DICK, GO FIND YOURSELF A LIFE SOMEDAY MAN",1,1,1,0,1,1
64499,672133401815,"You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asYou suck asshole, you suck my dick. You think your so good at everything but you suck. I mean I was looking through Schmeaters history and went on the deletion page. I think he should make a page on tie-ins oh and I'm looking forward to getting blocked. I think you'll like that.You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck as you suck an asshole, you suck my dick.             PS I hate you so: You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck asshole,You suck as you suck an asshole, you suck my dick. You can block me even though it's my first day here.",1,1,1,0,1,0
64577,672862624968,"It's not a fu©king joke, you motherfu©king idiot, and worthless stupid cunt! Go die in hell for being such a bastard! It's true go to St. Peters Recplex yourself you bossy 1 year old! I hate stupid retards.",1,1,1,0,0,0
64617,673427430268,"Why, hello, Mr.Fucking jackass cunt, remember me? I wasnt gone.Suck my fucking cock.",1,1,1,0,1,0
64642,673688604486,WHAT THE FUCK IS WRONG WITH YOU PEOPLE? STOP CRITIZING US!!! YOU'RE WRITING IN OPINION!! FUCK STOP THIS! MADDOX IS A PRICK,1,1,1,0,0,0
64657,673795798324,"you are a stupid fuck 

and your mother's cunt stinks",1,1,1,0,1,0
64675,673969339929,your a fucking bitch,1,1,1,0,1,0
64919,676334641836,"Toys/Pram eh ? Being persecuted by the big bad English again, awww diddums. Grow up you big fucking baby.",1,1,1,0,1,0
65063,677724503478,"look here 

your a fuckin cunt you czeckoslovacian ass clown",1,1,1,0,1,1
65099,678039220839,"YOURE A FRREAKING JEW, AND PLEAZE COMMIT SUICIDE.",1,1,1,1,1,1
65181,678921617511,Why did you revert my edit you motherfucking asshole?,1,1,1,0,1,0
65206,679200066434,"thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid threads and ruining fun, dick faggot
thanks for watching wiki raid thread",1,1,1,0,0,0
65229,679472901303,"NOT REALLY, GO AHEAD AND FUCK OFF BITCH!!!",1,1,0,0,0,0
65469,681920528663,"Fuck You 

Hi Netmonger, Because of you I am not going to edit wikipedia any more, I dont care whether you are Mystic or Arsath or Lahiru_k , the fact is RaveenS is the one who suspected you to be Arsath, now you too seem to be good pals, Wikipedia is too fucking complicated for me. I am in Sri Lanka these days, and was concentrating on my book so was inactive in wikipedia, and I dont want to waste anymore of my time here thanks to you and my circle of untrustworthy friends. Fuck you!!!",1,1,1,0,1,0
65507,682440661816,Mattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitchMattythewhite is a bitch,1,1,1,0,1,0
65580,683277213180,suck my dick irish guy you faggot,1,1,1,0,1,1
65729,684731278240,"Bottomley 

It's not an attack page you dickfag! It's a bunch of student who appreciate their A-level chemistry teacher, stop being a cunt and let us put this fucking page up...",1,1,1,0,1,0
65799,685541715223,"WTF! 

u fckin faggot ass mutha fcker u jus re-did and delted my work and my gay school! WTF IS UR PROMBLEM U GAY CHILD MOLESTER!!!!",1,1,1,0,1,1
65903,686685147872,"hey 

hey faggot, are you dead? or are you watching your mom getting raped by islamic terrorists?",1,1,1,0,1,1
65977,687502529183,"From the rest of the world 
go fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck yourselfgo fuck",1,1,1,0,1,0
65982,687546673247,Fuck you Fiskeharrison!! Go suck your dad's dick!!!!,1,1,1,0,1,0
66055,688309395752,"""

 FUCKER 

why don't you get a real job instead of just looking for things you call """"vandalism"""" when in reality it's the truth.""",1,1,1,0,0,0
66088,688678545626,Suck my fattie you cunt piece of shit. Blow your warning out your ass.,1,1,1,0,1,0
66186,689680453092,"YOU ARE FU-KING PROM-COUS BANNER!!!! I AM FU-KED YOUR DADDY, FU-KING WRE! NOW YOUR WILL NOT GO AWAY, FU-KING AS-LE! FU-KING COWARD! YOU ARE COWARD! FU-KING, COWARDLY, PROMI-US MOTHERFU-KER!!!!!!",1,1,1,0,1,0
66188,689687143366,"who the mother/fuc/king ch/rist do you think you are.

don't you dare touch my fuckign edits again you f/ucki/ing PR/ICK",1,1,1,0,1,0
66201,689812812270,"""

 WHAT  IN THE FUCK ARE YOU REFERRING TOO 

I HAVE NO IDEA WHAT THE PISS YOU'RE REFERRING TOO, OR WHY YOU BOTHERED TO WRITE ME.  LISTEN I'VE ADDED PLENTY TO THESE PAGE INCLUDING A """"SMASHING"""" ARTICLE ON SMASHED GLADYS...BUT THAT REALLY ISNT ANY OF YOU BUSSINESS NOW IS IT.  IF SOMEBODY HAS A PROBLEM WITH ANYTHING THAT I WROTE THEM I ASSUME THEY CAN CONTACT ME THROUGH REGULAR MEANS WITHOUT YOU HAVING TO """"WIPE THEIR ASS"""" FOR THEM.  IF I CAPITALIZE IT IS NOT MEANT NECCISARYLY AS AN INSULT, AND MOST PEOPLE I WRITE UNDERSTAND THAT.  IN THIS CASE IT IS BECAUSE MY CAPS BUTTON ISNT WORKING FOR SOME REASON.  SO HERES AN IDEA FOR YOU...DONT SHOVE YOUR NOSE IN MY BUSSINESS, I AM CLOSE FREINDS WITH ADMINISTRATOR UNCLEG AND IM SURE HE WOULD HAVE LET ME KNOW IF I DID SOMETHING INNAPPROPRIATE.  TRY INSTEAD TO REMOVE THE PLANK OUT OF YOUR OWN EYE, RATHER THAN BITCHING ABOUT SOMETHING YOU THINK MAY HAVE OFFENED SOMEONE.  I APPRECIATE YOU COMMENTS """,1,1,1,0,0,0
66408,691941418030,"August 2013 

Hey there, you racist sack of feces.",1,1,0,0,0,0
66539,693204848454,"and you are a motherfucking asshole,suck your dick,you dirty son of a whore",1,1,1,0,1,0
66662,694549196581,"""

 FUCK YOU 
FUCK YOU!!!  YOU'RE A STUPID NIGGER LOVER.  GO FUCK A DEAD MOOSE.-The'FortyFive' """,1,1,1,0,1,1
66677,694665697617,"vat d hel  

du ju vant nau

Go fuck yourself

get a life",1,1,1,0,1,0
66844,696293322413,"you stupid mother fucker, i made 1 mistake and you and your fucking rules fucks it up. why dont you fix it instead of delete it like a lazy motherfucker that you are... go ahead, report me, its my true opinions.",1,1,1,0,1,0
66929,697144429019,"Audi A4
FUCK YOU SHIT. (talk • contributions)",1,1,1,0,1,0
66981,697679435143,Stupid peace of shit stop deleting my stuff asshole go die and fall in a hole go to hell!,1,1,1,0,1,0
67190,699875853347,SOME PEOLE ARE JUST FUKING COMPKETE ASSHOLE LIKE THE BITCHES WHO BLOCKED ME. I WAS BLOCKED BECAUS EI STARTED A TOPIC ON HIS PAGE ABOUT HOW I WAS FED UP WITH HIM SO IF UR READING THIS FUK U UP TH ASSHOLE WITH MY GIANT 200000 INCH DICK ASSHOLE,1,1,1,0,1,0
67254,700467501187,"Fucking nerd 

You are a fucking nerd ass BiTCH... YOU LIL FUCKER GROW UP BITCH GET OUT YOUR MOMS BASEMENT GO GET LAID U NERD",1,1,1,0,1,0
67345,701305227406,Go fuck yourself this ain't any of your business and i fucking know what tor is. Asshole.,1,1,1,0,1,0
